,news,source,label
34, 'ಕಾಶ್ಮೀರ ಫೈಲ್ಸ್' ನಿರ್ದೇಶಕ 200 ಕೋಟಿ ಪ್ರಧಾನಿ ಪರಿಹಾರ ನಿಧಿಗೆ ದೇಣಿಗೆ ನೀಡಿದ್ದಾರೆಯೇ? ,oneindia,0
35, ಕೇಜ್ರಿವಾಲ್ ಮತ್ತು ಭಗವಂತ್ ಮಾನ್ ಒಟ್ಟಿಗೆ ಮದ್ಯ ಸೇವನೆ ,oneindia,0
36, ಬೇಸಿಗೆಯಲ್ಲಿ ಪೆಟ್ರೋಲ್ ತುಂಬಿಸಿದರೆ ವಾಹನಕ್ಕೆ ಬೆಂಕಿ ಬೀಳುತಂತೆ ,oneindia,0
37, ‘ಕಚ್ಚಾ ಬಾದಮ್’ ಹಾಡಿಗೆ ಪೊಲೀಸರು ಡ್ಯಾನ್ಸ್ ಮಾಡಿದ್ದು ನಿಜವೇ? ,oneindia,0
38, ಕರೌಲಿ ಮಸೀದಿಯ ಮುಂದೆ ಹಿಂದೂ ಗುಂಪು,oneindia,0
39, ಉರ್ದು ಮಾತನಾಡದಿದ್ದಕ್ಕಾಗಿ ಯುವಕನ ಕೊಲೆ?,oneindia,0
40, ಎಟಿಎಂನಲ್ಲಿ ಎರಡು ಬಾರಿ 'ಕ್ಯಾನ್ಸಲ್' ಬಟನ್ ಒತ್ತಿದರೆ PIN ಕಳ್ಳತನವಾಗುವುದಿಲ್ಲ?,oneindia,0
41, ಶಾರುಖ್ ಅಭಿನಯದ 'ಪಠಾಣ್' ಸಿನಿಮಾ ನೋಡಬೇಡಿ ಎಂದ ಸಿಎಂ ಯೋಗಿ ,oneindia,0
42, ಬೈಕ್ ಕಳ್ಳತನಕ್ಕಾಗಿ 12 ವರ್ಷಗಳ ಹಿಂದೆ ಸಿಎಂ ಭಗವಂತ್ ಮಾನ್ ಬಂಧನ? ,oneindia,0
43, ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕುಸಿದು ಬಿದ್ದ ವೈದ್ಯೆ- ವೈರಲ್ ವಿಡಿಯೋ ಮುಂಬೈನದ್ದಾ? ,oneindia,0
44, ABHA ಅಡಿಯಲ್ಲಿ ಸರ್ಕಾರ 5 ಲಕ್ಷ ಆರೋಗ್ಯ ವಿಮೆಯನ್ನು ನೀಡುತ್ತಿದೆಯೇ?,oneindia,0
45, ಪಲ್ಲವಿ ಜೋಶಿ ಹೆಸರಿನ ಟ್ವಿಟರ್ ಖಾತೆಯಿಂದ 'ಅಜ್ಮೀರ್ ಫೈಲ್ಸ್' ರಚಿಸಲು ಘೋಷಣೆ,oneindia,0
46, ಬಿರ್ಭುಮ್ ಹಿಂಸಾಚಾರದ ಬಲಿಪಶುಗಳು ಹಿಂದೂಗಳೇ? ,oneindia,0
47, ಕಾಶ್ಮೀರ್ ಫೈಲ್ಸ್ ಎಫೆಕ್ಟ್,oneindia,0
48, ಚೀನಾ ವಿಮಾನ ಪತನಗೊಂಡ ವಿಡಿಯೋ ಹಿಂದಿರುವ ಸತ್ಯ ,oneindia,0
49, ಕಿಸಾನ್ ಕ್ರೆಡಿಟ್‌ನಿಂದ ತೆಗೆದುಕೊಂಡ ಸಾಲಕ್ಕೆ ಇಲ್ಲ ಬಡ್ಡಿ? ,oneindia,0
50, ಇವಿಎಂಗಳ ಬದಲಾವಣೆ,oneindia,0
51, ಅಖಿಲೇಶ್ ಸೋಲಿನಿಂದ ಮನನೊಂದು ಸಹೋದರರು ಆತ್ಮಹತ್ಯೆ? ,oneindia,0
52, ರಷ್ಯಾ ವಿರುದ್ಧ ಮಾಸ್ಕೋದಲ್ಲಿ ಪ್ರತಿಭಟನೆ ,oneindia,0
53, ಈ ಎಲ್ಲಾ ದೃಶ್ಯಗಳು ರಷ್ಯಾ-ಉಕ್ರೇನ್ ಯುದ್ಧದಿಂದ ಬಂದಿದ್ದು? ,oneindia,0
54, ಹಿಟ್ಲರ್ ಆದ್ರಾ ಪುಟಿನ್? ನಕಲಿ ಟೈಮ್ ಕವರ್ ಹೀಗಿದೆ,oneindia,0
55, ಈ ವಿಡಿಯೋ ರಷ್ಯಾ ಉಕ್ರೇನ್ ಯುದ್ಧದ್ದಾ?,oneindia,0
56, ರಷ್ಯಾ ದಾಳಿ ಬಳಿಕ ಉಕ್ರೇನ್‌ನಲ್ಲಿ ಹೃದಯ ಸ್ಪರ್ಶದ ದೃಶ್ಯ,oneindia,0
57, ಮತದಾನ ಮಾಡದವರ ಖಾತೆಯಿಂದ ಹಣ ಕಡಿತವಾಗುವುದೇ? ,oneindia,0
58, ಹರ್ಷ ಹತ್ಯೆಗೆ ಕಾರಣ ಏನು? ಸಾವಿನ ಮನೆಯಲ್ಲಿ ಸುಳ್ಳಿನ ಮೆರವಣಿಗೆ,oneindia,0
59, ಬ್ರಾಹ್ಮಣ ಎಂಬ ಕಾರಣಕ್ಕೆ ವೈದ್ಯರನ್ನು ಅಖಿಲೇಶ್ ಯಾದವ್ ನಿಂದಿಸಿದ್ದಾರಾ?,oneindia,0
60, ಡಿಸಿ ಯಾಕೆ ಮೇಕಪ್ ಅಪ್ ಹಾಕಿಲ್ಲ ಎನ್ನುವ ಪ್ರಶ್ನೆ,oneindia,0
61," ಆರೋಗ್ಯ ಸಚಿವಾಲಯ ಕೊರೊನಾ ನಿಧಿಯ ಅಡಿಯಲ್ಲಿ 5,000ರೂ. ನೀಡುತ್ತಿದೆಯೇ?",oneindia,0
62, ಕಲ್ಲು ಉಪ್ಪು ಮತ್ತು ಈರುಳ್ಳಿ ಕೊರೊನಾದಿಂದ ಗುಣಪಡಿಸುತ್ತಂತೆ,oneindia,0
63, ತುಟ್ಟಿಭತ್ಯೆ ಹೆಚ್ಚಳ ಅಧಿಕೃತ ಅದೇಶ ಹೊರಬಂದಿದೆಯೇ? ,oneindia,0
64, ಈಜಿಪ್ಟ್‌ನಿಂದ ರಕ್ಷಿತ ವಿದೇಶಿಯರ ಈ ಕಥೆ ಕಾಲ್ಪನಿಕ,oneindia,0
65," ತಮಿಳುನಾಡು, ಕೇರಳದಲ್ಲಿ ಬಿಪಿನ್‌ ರಾವತ್‌ ಸಾವಿನ ಸಂಭ್ರಮ?",oneindia,0
66, ಮುಸ್ಲಿಮರ ಮೇಲಿನ ದೌರ್ಜನ್ಯದ ವಿಡಿಯೋ ವೈರಲ್? ,oneindia,0
67, IAF Mi-17V5 ಹೆಲಿಕಾಪ್ಟರ್ ಪತನದ ಹೀಗೊಂದು ವಿಡಿಯೋ ವೈರಲ್,oneindia,0
68, ನಾಗಾಲ್ಯಾಂಡ್ ಹಿಂಸಾಚಾರದ ವಿಡಿಯೊ ಹಿಂದಿರುವ ಸತ್ಯ ,oneindia,0
69, ಜರ್ಮನ್‌ನಲ್ಲಿ ಲಸಿಕೆ ವಿರುದ್ಧ ಸಾಮೂಹಿಕ ಚುಂಬನ ಪ್ರತಿಭಟನೆ?,oneindia,0
70, ಕೊನೆಗೂ ಮಗಳ ಫೋಟೋ ಹಂಚಿಕೊಂಡ್ರಂತೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ,oneindia,0
71," 1963ರಲ್ಲಿ ತೆರೆಕಂಡ ""ದಿ ಓಮಿಕ್ರಾನ್ ವೇರಿಯಂಟ್"" ಸಿನಿಮಾ?",oneindia,0
72, LPG ವಿತರಕರು ಶ್ರೀಮಂತರಾಗುವ ಅವಕಾಶ? ,oneindia,0
73, ಅಮಿತ್ ಶಾ ಖಾಲಿ ಕರಪತ್ರ ಓದುತ್ತಿದ್ದಾರೆನ್ನುವ ಹಿಂದಿನ ಸತ್ಯ,oneindia,0
74, ವಿವಾದಿತ ಕೃಷಿ ಕಾನೂನು ರದ್ದು ಬಳಿಕ ಸಭೆ ಧ್ವಂಸ?,oneindia,0
75, ಜೆವಾರ್ ವಿಮಾನ ನಿಲ್ದಾಣದ ವೈರಲ್ ಫೋಟೋ ನಕಲಿ,oneindia,0
76, ಫ್ಯೂಜಿ ಪರ್ವತದ ವೈರಲ್ ಚಿತ್ರದ ಹಿಂದಿನ ಸತ್ಯವೇನು?,oneindia,0
77, 'ಬಸ್‌ ಬಣ್ಣ ಬದಲಿಸಿದ ಹರಿಯಾಣ' ಹೀಗೊಂದು ಸಂದೇಶ ವೈರಲ್,oneindia,0
78, ಈ ಫೋಟೋಗಳು ಕರ್ನಲ್ ತ್ರಿಪಾಠಿ ಮೇಲಾದ ದಾಳಿಯದ್ದಾ?,oneindia,0
79, ಟಿ20 ವಿಶ್ವಕಪ್,oneindia,0
80, ‘ಬಿಜೆಪಿ ಟಿಶರ್ಟ್' ಧರಿಸಿದ ಮಗುವನ್ನು ಹಿಡಿದುಕೊಂಡ ರಾಹುಲ್ ಗಾಂಧಿ? ,oneindia,0
81, ಜಲಾವೃತವಾಗಿರುವ ರಸ್ತೆಗಳಲ್ಲಿ ಕಸ ತೇಲುತ್ತಿರುವ ಈ ವಿಡಿಯೋ ಚೆನ್ನೈನದ್ದಾ?,oneindia,0
82, T20ಯಲ್ಲಿ ಭಾರತದ ಸೋಲು ಸಹಿಸದ ಯುವಕನಿಂದ ಟಿವಿ ಧ್ವಂಸ?,oneindia,0
83, ಅಡ್ಡಪರಿಣಾಮದ ಬಗ್ಗೆ Fact-Check,oneindia,0
84, ವಾಂಖೆಡೆ ನೇತೃತ್ವದ ಎನ್‌ಸಿಬಿ ತಂಡದ ಮೇಲೆ ಗೋರೆಗಾಂವ್‌ನಲ್ಲಿ ದಾಳಿ? ,oneindia,0
85, ಸಮೀರ್ ವಾಂಖೆಡೆ ಹೆಸರಿನಲ್ಲಿ ಮೂರು ಟ್ವಿಟ್ಟರ್ ಖಾತೆ?,oneindia,0
86, ವೈರಲ್ ಫೋಟೋ ಬಾಂಗ್ಲಾ ವಿರುದ್ಧದ ಪ್ರತಿಭಟನೆಯದ್ದಾ? ,oneindia,0
87, ಬಿಜೆಪಿ ಶಾಸಕರ ವಿರುದ್ಧ ಉತ್ತರಪ್ರದೇಶ ಗ್ರಾಮಸ್ಥರ ಪ್ರತಿಭಟನೆ?,oneindia,0
88, ಮಂಗಳೂರು ಕಡಲತೀರದಲ್ಲಿ ಮತ್ಸ್ಯಕನ್ಯೆ?,oneindia,0
89, ಪಂಜಾಬ್ ಸಿಎಂ ಆದ ಬಳಿಕ ವಿದ್ಯುತ್ ಕಂಬ ಹತ್ತಿದ್ರಾ ಚರಣಜಿತ್ ಸಿಂಗ್ ಚನ್ನಿ?,oneindia,0
90, ಇದು ಬಾಂಗ್ಲಾದೇಶದ ವಿಗ್ರಹ ಧ್ವಂಸದ ವಿಡಿಯೋನಾ?,oneindia,0
91, ಈ ಫೋಟೋಗಳು ಇಂದಿನ 'ರೈಲು ತಡೆ' ಪ್ರತಿಭಟನೆಯದ್ದಾ?,oneindia,0
92, ಪ್ರತಿಭಟನೆ ವೇಳೆ ಬಿಜೆಪಿ ನಾಯಕ ಮನೋಜ್ ತಿವಾರಿ ಮೇಲೆ ಹಲ್ಲೆ? ,oneindia,0
93,ಗಂಗೊಳ್ಳಿ ಮೀನುಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ವ್ಯಾಪಾರ ನಿರ್ಬಂಧ,oneindia,0
94," 'ಈಶ್ವರ ಅಲ್ಲಾಹ್‌ ತೆರೋ ನಾಮ್‌' ಬದಲಿಗೆ 'ಜೈ ಶ್ರೀರಾಮ್‌'?, ವಿಡಿಯೋ ಹಿಂದಿನ ಸತ್ಯ",oneindia,0
95, ದೇಶದಲ್ಲಿ ಹಿಂದೂ ದೇವಾಲಯ ಮಾತ್ರ ಜಿಎಸ್‌ಟಿ ಪಾವತಿಸಬೇಕೆ?,oneindia,0
96, ನ್ಯೂಯಾರ್ಕ್ ಟೈಮ್ಸ್‌ ಮುಖಪುಟದಲ್ಲಿ ಮೋದಿ ಬಗ್ಗೆ ವರದಿ ಮಾಡಿಲ್ಲ,oneindia,0
97, ವಿಪಕ್ಷ ನಾಯಕರ ಸಭೆಗೆ ಸುಬ್ರಮಣಿಯನ್ ಸ್ವಾಮಿ ಭಾಗಿಯಾಗಿದ್ರಾ?,oneindia,0
98, ತಾಲಿಬಾನ್‌ ಬಗ್ಗೆ ಅಜಿತ್‌ನ 8 ವರ್ಷದ ಹಿಂದಿನ ಹೇಳಿಕೆ ಈಗಿನದ್ದು ಎಂದು ವೈರಲ್‌,oneindia,0
99, ಭಾರತಕ್ಕೆ ಬೆದರಿಕೆ ಹಾಕಿದರಾ ತಾಲಿಬಾನ್ ಉಗ್ರರು? ,oneindia,0
100," ಈ ಸುಂದರ ಎಕ್ಸ್‌ಪ್ರೆಸ್‌ವೇ ಕಾಶ್ಮೀರದಲ್ಲ, ಕರ್ನಾಟಕದ್ದು",oneindia,0
101," ಸಮುದ್ರದ ಆಳದಲ್ಲಿ ಪತ್ತೆಯಾದ ಹಿಂದೂ ವಿಗ್ರಹಕ್ಕೆ 5,000 ವರ್ಷಗಳ ಇತಿಹಾಸ?",oneindia,0
102, 84ರ ಸ್ಟಾನ್ ಸ್ವಾಮಿ ಕಾಲುಗಳನ್ನೇ ಕಟ್ಟಿ ಹಾಕಿದ್ದರೇ ವೈದ್ಯರು? ,oneindia,0
103, ಭಾರತೀಯ ರೈಲ್ವೆ 10 ಹೊಸ ನಿಯಮ ಜಾರಿ ಮಾಡಿದೆಯೇ? ,oneindia,0
104,"ಹಳೆಯ 10, 5 ನಾಣ್ಯಗಳನ್ನು ಮಾರಿ ಸಾಕಷ್ಟು ಹಣ ಗಳಿಸಿ, ಷರತ್ತು ಅನ್ವಯ",oneindia,0
105, ಕೊರೊನಾ 3ನೇ ಅಲೆ ಮಕ್ಕಳ ಮೇಲೆ ಹೆಚ್ಚು ಪರಿಣಾಮ ಬೀರುವುದೇ?,oneindia,0
106, ಕೊರೊನಾ ಲಸಿಕೆ ಹಾಕಿಸಿಕೊಂಡವರು ಅನಸ್ತೇಶಿಯಾ ಪಡೆದರೆ ಸಾವು?,oneindia,0
107, ಮೂರು ರಾಜ್ಯವಾಗಿ ಹೋಳಾಗುತ್ತಾ ಉತ್ತರ ಪ್ರದೇಶ?,oneindia,0
108, ಏನಿದು ಅಚ್ಚರಿ ಕೋವಿಡ್ 19 ಲಸಿಕೆ ಪಡೆದವರ ಮೈಯಲ್ಲಿ ಕರೆಂಟ್ ,oneindia,0
109, ಮೋದಿ ಹೇಳಿದಂತೆ ಭಾರತದ ಇತಿಹಾಸದಲ್ಲಿ ಲಸಿಕೆ ಕೊರತೆ ಇತ್ತೇ?,oneindia,0
110, ನೀತಾ ಅಂಬಾನಿಗೆ ತಲೆ ಬಾಗಿ ನಮಸ್ಕರಿಸಿದರೇ ಮೋದಿ? ,oneindia,0
111, ಕೇಂದ್ರ ಸರ್ಕಾರವು 4 ಹಂತದಲ್ಲಿ ಕೋವಿಡ್ ಪರಿಹಾರ ನಿಧಿ ನೀಡುತ್ತಿದೆಯೇ? ,oneindia,0
112, ಈರುಳ್ಳಿ ಮೇಲೆ ಫ್ರಿಜ್‌ನ ಒಳಗೆ ಕಂಡುಬರುತ್ತಾ ಬ್ಲ್ಯಾಕ್ ಫಂಗಸ್?,oneindia,0
113, ಸೋನಿಯಾ ಗಾಂಧಿ ಹಿಂದೆ ಕ್ರೈಸ್ತ ಧರ್ಮ ಮತಾಂತರ ಸಂಬಂಧಿಸಿದ ಪುಸ್ತಕವಿತ್ತೇ?,oneindia,0
114, ಕೊರೊನಾವೈರಸ್ ಲಸಿಕೆ ಹಾರಿಸಿಕೊಂಡರೆ 2 ವರ್ಷದಲ್ಲೇ ಸಾವು?,oneindia,0
115, ಆನ್ ಲೈನ್ ನುಸುಳುಕೋರರ ಪತ್ತೆಗೆ ವಿಶೇಷ ಸಾಧನ,oneindia,0
116, ಧೂಮಪಾನಿಗಳಿಗೆ ಕೊರೊನಾ ಸೋಂಕು ತಗುಲುವ ಪ್ರಮಾಣ ಕಡಿಮೆ? ,oneindia,0
117, 5ಜಿ ಮೊಬೈಲ್ ಟವರ್‌ನಿಂದ ಕೊರೊನಾ 2ನೇ ಅಲೆ ಹೆಚ್ಚಳ ,oneindia,0
118,ದೀರ್ಘಕಾಲದವರೆಗೆ ಮಾಸ್ಕ್ ಬಳಸಿದರೆ ಆಮ್ಲಜನಕ ಕೊರತೆ ಉಂಟಾಗುವುದೇ?,oneindia,0
119, ಸೌಮ್ಯ ಕೋವಿಡ್ ಪ್ರಕರಣಗಳಲ್ಲಿ ಸಿಟಿ ಸ್ಕ್ಯಾನ್ ಅಗತ್ಯವಿಲ್ಲವೇ? ,oneindia,0
120, ಮಾರ್ಚ್ 2021ರವರೆಗೆ ಕೊರೊನಾ ಲಸಿಕೆ ಖರೀದಿಸಿಯೇ ಇರಲಿಲ್ಲ ಭಾರತ? ,oneindia,0
121, ಕೋವಿಡ್ 19 ಕುರಿತು ಹೊಸ ಮಾರ್ಗಸೂಚಿ ಪ್ರಕಟಿಸಿತೇ ರಾಜ್ಯ ಸರ್ಕಾರ ,oneindia,0
122, ನೀಟ್-ಸ್ನಾತಕೋತ್ತರ ಪರೀಕ್ಷೆ ಮುಂದೂಡಿಕೆ? ,oneindia,0
123, ಪ್ರಸ್ತುತ ಕೊರೊನಾ ಲಸಿಕೆ ಹೊಸ ರೂಪಾಂತರಿಯನ್ನು ಸೃಷ್ಟಿಸುತ್ತಿದೆಯೇ? ,oneindia,0
124, ಇಂದು ರಾತ್ರಿ 8 ಗಂಟೆಗೆ ದೇಶವನ್ನುದ್ದೇಶಿಸಿ ಮೋದಿ ಭಾಷಣ?,oneindia,0
125, ಸಸ್ಯಾಹಾರಿ ಆಹಾರದಿಂದ ಕೊರೊನಾವೈರಸ್ ತಡೆಗಟ್ಟಬಹುದೇ? ,oneindia,0
126, ಶ್ರೀಲಂಕಾದಲ್ಲಿ ಬಿಜೆಪಿ ತನ್ನ ನೂತನ ಘಟಕ ಆರಂಭಿಸಿದೆಯೇ? ,oneindia,0
127, ಸಾಮಾಜಿಕ ಜಾಲತಾಣಗಳ ಬಳಕೆಗೆ ಸರ್ಕಾರಿ ಗುರುತಿನ ಚೀಟಿ ಕಡ್ಡಾಯ? ,oneindia,0
128, ರೈತ ತಂದೆಯ ಭೇಟಿಗಾಗಿ ದೆಹಲಿ ಗಡಿಗೆ ಯೋಧ ಧಾವಿಸಿದ್ದು ನಿಜವೇ?,oneindia,0
129, ಈ ಕಾಲೇಜುಗಳಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿನಿಯರಿಗೆ ಬಾಯ್‌ಫ್ರೆಂಡ್ ಕಡ್ಡಾಯ,oneindia,0
130, ಈ ಭಯಾನಕ ವಿಡಿಯೋ ಶಿವಮೊಗ್ಗದ ಸ್ಫೋಟದ್ದಲ್ಲ,oneindia,0
131, ಗಣರಾಜ್ಯೋತ್ಸವ ಆಚರಿಸದ ಮದರಸಾಗಳು ಬಂದ್ ಎಂದು ಸಿಎಂ ಯೋಗಿ ಹೇಳಿದ್ದು ನಿಜವೇ? ,oneindia,0
132, ಬಸ್ ಅಪಘಾತದಲ್ಲಿ ಮೃತಪಟ್ಟ ಮಹಿಳೆಯರೆಲ್ಲರೂ ವೈದ್ಯರು? ,oneindia,0
133, ಕೋವಿಡ್ ಲಸಿಕೆ ಪಡೆಯದಂತೆ ಆಫ್ರಿಕನ್ನರಿಗೆ ಒಬಾಮ ಮನವಿ,oneindia,0
134, ಭಾರತೀಯ ಪಾಸ್‌ಪೋರ್ಟ್‌ಗಳಿಂದ ರಾಷ್ಟ್ರೀಯತೆಯ ಹಕ್ಕನ್ನು ತೆಗೆದುಹಾಕಿಲ್ಲ,oneindia,0
135, ಕೊರೊನಾ ಲಸಿಕೆ ಪಡೆಯಲು ಹಿರಿಯ ನಾಗರಿಕರು ಯಾವುದೇ ವಿವರ ನೀಡುವ ಅಗತ್ಯವಿಲ್ಲ ,oneindia,0
136, ಬಿಜೆಪಿಗೆ 35 ಕೋಟಿ ರೂ ಚೆಕ್ ನೀಡಿದ ವಿಜಯ್ ಮಲ್ಯ,oneindia,0
137, ಕೇರಳದಲ್ಲಿ ರಿಲಯನ್ಸ್ ಜಿಯೋ ಇಂಟರ್‌ನೆಟ್ ನಿಷೇಧ,oneindia,0
138, ಸಿಬಿಎಸ್‌ಇ ಪರೀಕ್ಷೆ ವೇಳಾಪಟ್ಟಿ ಬಿಡುಗಡೆ?,oneindia,0
139, ರೈತರ ಪ್ರತಿಭಟನೆ ವೇಳೆ ರಿಲಾಯನ್ಸ್ ಜಿಯೋ ಟವರ್ ಸುಟ್ಟು ಭಸ್ಮ? ,oneindia,0
