,news,source,label
44, 1999 ರಲ್ಲೇ 'ಒಮಿಕ್ರೋನ್' ವಿಡಿಯೋ ಗೇಮ್ ರಚಿಸಿದ್ರಾ ಬಿಲ್ ಗೇಟ್ಸ್?,asianet,0
45, ಕೌಶಲ್ಯಾಭಿವೃದ್ಧಿ ಹೆಸರಿನಲ್ಲಿ ಸೃಷ್ಟಿಸಿರುವ ಈ ನಕಲಿ ಉದ್ಯೋಗಗಳ ಬಲೆಗೆ ಬೀಳದಿರಿ,asianet,0
46, ಹಳೇ ₹100 ಅಮಾನ್ಯ? ಸೋಷಿಯಲ್‌ ಮೀಡಿಯಾ ಪೋಸ್ಟ್,asianet,0
47, ಪ್ರಧಾನಿ ನಿಜವಾಗ್ಲೂ IAS ಅಧಿಕಾರಿ ಆರತಿ ಡೋಗ್ರಾ ಕಾಲು ಮುಟ್ಟಿ ನಮಸ್ಕರಿಸಿದ್ರಾ?,asianet,0
48, ವಾಯುಸೇನೆ ಹೆಲಿಕಾಪ್ಟರ್ ಪತನದ ಸ್ಯಾಟ್‌ಲೈಟ್ ದೃಶ್ಯಾವಳಿ‌ ವೈರಲ್?,asianet,0
49, ಬಿಎಸ್ಎಫ್ ಯೋಧರೊಂದಿಗೆ ವಿಜಯ್ ದಿವಸ್ ಆಚರಿಸಿದ್ರಾ ಬಾಲಿವುಡ್‌ ಬೆಡಗಿ?,asianet,0
50, ಭಾರತದ ಕೋವಿಡ್ ಲಸಿಕೆ ದಾಖಲೆ,asianet,0
51, ಕಪ್ಪು ಮೈಬಣ್ಣಕ್ಕಾಗಿ ಗಿನ್ನೆಸ್ ವಿಶ್ವ ದಾಖಲೆ ಬರೆದ ಮಾಡೆಲ್ ?,asianet,0
52, ಮುಸ್ಲಿಂ ಮಹಿಳೆಯರು ಮಸೀದಿಯಲ್ಲಿ ರಾಮ ಭಜನೆ ಹಾಡಿದ್ರಾ? ಮತ್ತೆ ವೈರಲ್‌ ಆಯ್ತು ಹಳೆ ವಿಡಿಯೋ,asianet,0
53,Fact Check About ₹500 Note ಯಾವುದು ಅಸಲಿ ಯಾವುದು ನಕಲಿ?,asianet,0
54, ಅಷ್ಟೆಲ್ಲ ಕಟ್ಟುನಿಟ್ಟಾದ್ರೂ ಫೋಟೋ ಲೀಕ್ ಆಯ್ತಾ,asianet,0
55, ವಿವೇಕಾನಂದರು ಕ್ರಿಕೆಟ್‌ ಆಡಿದ್ದ ಫೋಟೋನಾ ಇದು.?,asianet,0
56, ನೆಹರು ಪ್ರತಿಮೆಗೆ ನಮಿಸಿದ ಮೋದಿ,asianet,0
57, ಬಿಜೆಪಿ ಚಿಹ್ನೆಯ ಟಿ-ಶರ್ಟ್‌  ಧರಿಸಿದ್ದ ಬಾಲಕನ ಜೊತೆ ರಾಹುಲ್‌ ಗಾಂಧಿ.?,asianet,0
58, ರೈಲ್ವೆ,asianet,0
59, ದೇವಸ್ಥಾನಗಳಿಗೆ ಮಾತ್ರ ತೆರಿಗೆ?,asianet,0
60,"ಬೈಕ್, ಟಿವಿ, ಫ್ರಿಡ್ಜ್ ಇದ್ದವರ BPL ಕಾರ್ಡ್​ ರದ್ದಾಗುತ್ತಾ? ಇಲ್ಲಿದೆ ಇದರ ಸತ್ಯಾಸತ್ಯತೆ",asianet,0
61, ದಂಡ ವಸೂಲಿ ಮಾಡುವುದಿಲ್ಲ ಎಂಬ ಸುದ್ದಿ ಸುಳ್ಳು,asianet,0
62, ಲಸಿಕೆ ಪಡೆದ ಬಳಿಕ ದೇಹದಲ್ಲಿ ಕಾಂತೀಯ ಶಕ್ತಿ.? ಉಡುಪಿಯಲ್ಲೊಬ್ಬ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಮ್ಯಾನ್..,asianet,0
63," ಲಸಿಕೆ ಹಾಕಿಸಿಕೊಂಡವರ ದೇಹದಲ್ಲಿ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಗುಣ, ನಿಜನಾ ಇದು..?",asianet,0
64,"ಕೋವಿಶೀಲ್ಡ್  ಪಡೆದ ಬಳಿಕ ದೇಹದಲ್ಲಿ ವಿದ್ಯುತ್ ಸಂಚಾರ,  ಮಂಗಳೂರಿನ ಯುವಕರಿಂದ Fact Check",asianet,0
65, ಫಾರಂ ಕೋಳಿಯಿಂದ ಮನುಷ್ಯನಿಗೆ ಬ್ಲಾಕ್ ಫಂಗಸ್ ವರದಿ ಸುಳ್ಳು,asianet,0
66,"ಈ ಸಂದೇಶ ನಿಮಗೂ ಬರಬಹುದು ಎಚ್ಚರ, ಹೀಗ್ಮಾಡಿದ್ರೆ ಗ್ರೂಪಿಂದ ಔಟ್",asianet,0
67," ಯೋಗ ಮಾಡ್ತಿರೋ ಮೋದಿ, ಅಪರೂಪದ ವಿಡಿಯೋ ವೈರಲ್?",asianet,0
68, 'ಕೊರೋನಾಗೆ ಬಲಿಯಾದವ್ರಿಗೆ ಸರ್ಕಾರಿ ಪರಿಹಾರ ಇಲ್ಲ',asianet,0
69," ‘ಕೋವಿಪ್ರಿ’ಗೆ ರೆಮ್‌ಡಿಸಿವಿರ್‌ಗೆ ಪರ್ಯಾಯ, ಸುರಕ್ಷಿತವೇ.?",asianet,0
70,12 ವರ್ಷ ಮೇಲಿನ ಮಕ್ಕಳಿಗೆ ಕೋವ್ಯಾಕ್ಸಿನ್ ಪಡೆಯಲು ಅನುಮತಿ? ಇದು ನಿಜಾನಾ?,asianet,0
71,Fact Check| ಬಿಜೆಪಿ ಆಡಳಿತ ಮೂದಲಿಸುವ ಈ ಕಾರ್ಟೂನ್ ರಚಿಸಿದ್ದು ಯಾರು?,asianet,0
72,"ಮಾರ್ಚ್‌ನಿಂದ ಸರ್ಕಾರ ಲಸಿಕೆ ಆರ್ಡರ್ ಮಾಡಿಲ್ಲ, ಮಾಧ್ಯಮ ಆರೋಪ ಸುಳ್ಳು",asianet,0
73, ಕುಂಭಮೇಳ ಯಶಸ್ಸಿಗೆ ಮೆಚ್ಚುಗೆ ಸೂಚಿಸಿ ಪತ್ರ ಬರೆದರಾ ಧೋವಲ್..?,asianet,0
74, ಭಾರತದಿಂದ  ಆಕ್ಸಿಜನ್ ರಫ್ತು ಪ್ರಮಾಣ ಶೇ. 700 ರಷ್ಟು ಏರಿಕೆ ವರದಿ ಸುಳ್ಳು,asianet,0
75, ಭಾರತದಲ್ಲಿ ಲಾಕ್‌ಡೌನ್ ಜಾರಿ ಸುದ್ದಿ ಸುಳ್ಳು,asianet,0
76,Fact Check; ಏ. 19ರವರೆಗೆ ಭಾರತದಲ್ಲಿ ಲಾಕ್‌ಡೌನ್?,asianet,0
77," ಹೊಪ್‌ ಶೂಟ್ಸ್‌ ಬೆಳೆದ ಬಿಹಾರ ರೈತ, ಕೆಜಿಗೆ ಇದರ ಬೆಲೆ ಎಷ್ಟು ಗೊತ್ತಾ?",asianet,0
78, ತಮಿಳುನಾಡು ರಾಹುಲ್ ಗಾಂಧಿ ರ್ಯಾಲಿಯಲ್ಲಿ ಜನಸಾಗರ,asianet,0
79,ಶಾಲಾ-ಕಾಲೇಜುಗಳಿಗೆ 15 ದಿನ ರಜೆನಾ? ಸುತ್ತೋಲೆ ಬಗ್ಗೆ ಶಿಕ್ಷಣ ಇಲಾಖೆ ಸ್ಪಷ್ಟನೆ,asianet,0
80, ಮಿಯಾ ಖಲೀಫಾಗೆ ಕಾಂಗ್ರೆಸ್ ಕಾರ್ಯಕರ್ತರು ಕೇಕ್‌ ತಿನ್ಸಿದ್ರಾ?,asianet,0
81, ರೈತ ಹೋರಾಟಕ್ಕೆ ಬೆಂಬಲಿಸಿದ್ದ ಪಾಪ್‌ ಸಿಂಗರ್‌ ರಿಹಾನಾ ಪಾಕ್ ಧ್ವಜ ಹಿಡಿದ್ರಾ.?,asianet,0
82," ಅಲಲೇ... ಇದು ಓಡುವ ರೈಲಲ್ಲ, ಹಾರುವ ರೈಲು..",asianet,0
83,"ಕೆಂಪುಕೋಟೆ ಮೇಲೆ ಖಲಿಸ್ತಾನದ ಧ್ವಜ ಹಾರಿತಾ? ರೈತ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ  ಸತ್ಯವೆಷ್ಟು, ಸುಳ್ಳೆಷ್ಟು.?",asianet,0
84," ಓವೈಸಿಗೆ ಅಮಿತ್‌ ಶಾ ಕೃತಜ್ಞತೆ ಸಲ್ಲಿಸಿದ್ರಂತೆ, ಯಾಕಾಗಿ..?",asianet,0
85, ಫಾರ್ಮಾಸಿಸ್ಟ್‌ಗಳೂ ಕ್ಲಿನಿಕ್‌ ತೆರೆಯಬಹುದಂತೆ...ಹೌದಾ..?,asianet,0
86, ಹೊಸ ವರ್ಷದಂದು ಮಸೀದಿಗೆ ತೆರಳಿ  ನಮಾಜ್ ಮಾಡಿದ್ರಾ ಕೇಜ್ರಿವಾಲ್.?,asianet,0
87, ಕೇರಳದಲ್ಲಿ ಜಿಯೋ ಸೇವೆಯನ್ನು ನಿಷೇಧಿಸಲಾಗಿದೆಯಂತೆ,asianet,0
88, ಅದಾನಿ ಗ್ರೂಪ್‌ಗೆ ರೈಲ್ವೆ ಮಾರಾಟ,asianet,0
89, ದಂಡ ವಸೂಲಿ ಮಾಡುವುದಿಲ್ಲ ಎಂಬ ಸುದ್ದಿ ಸುಳ್ಳು﻿Title,asianet,0
90, ಫೈಝರ್‌ ಲಸಿಕೆ ಪಡೆದ ನರ್ಸ್‌ ಸಾವನ್ನಪ್ಪಿ ಬಿಟ್ರಾ..?,asianet,0
91, ಮೋದಿ ಸೋದರರೆಲ್ಲಾ ದೊಡ್ಡ ದೊಡ್ಡ ಹುದ್ದೆಯಲ್ಲಿದ್ದಾರಾ?,asianet,0
92, ಅದಾನಿ ಪತ್ನಿಗೆ ತಲೆಬಾಗಿದ್ರಾ ಮೋದಿ?,asianet,0
93, ಭಾರತೀಯ ರೈಲ್ವೇ ಅದಾನಿಗೆ ಮಾರಿದ ಮೋದಿ,asianet,0
94, ದೆಹಲಿ ರೈತ ಚಳವಳಿಯಲ್ಲಿ ಖಲಿಸ್ತಾನ ಪರ ಘೋಷಣೆ ಕೂಗಿದ್ದು ನಿಜನಾ?,asianet,0
95, ರೈಲ್ವೆ ಉದ್ಯೋಗಿಗಳ ಪ್ರಯಾಣ ಭತ್ಯೆ ಕಡಿತ ಮಾಡಲಿದೆಯಾ ಸರ್ಕಾರ?,asianet,0
96, ಶಹೀನ್‌ ಭಾಗ್‌ ದಾದಿ ಈಗ ಪಂಜಾಬಿ ರೈತಳಾಗಿ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಭಾಗಿ?,asianet,0
97, 18 ವರ್ಷ ಮೇಲ್ಪಟ್ಟ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಪ್ರಜೆಗೂ 1.30 ಲಕ್ಷ ರು. ಬಿಡುಗಡೆ?,asianet,0
98, 2024 ರ ಚುನಾವಣೆಯಲ್ಲಿ ಮತ ಹಾಕದಿದ್ರೆ 350 ರೂ. ದಂಡ?,asianet,0
99,ಮುಖೇಶ್‌ ಅಂಬಾನಿ ಸೊಸೆಗೆ ಚಿನ್ನದ ಕಾರು ಕೊಟ್ಟಿದ್ದು  ನಿಜವೇ?,asianet,0
100,ಕೇರಳದ ಮಹಿಳಾ ಪೊಲೀಸ್‌ ಸಿಬ್ಬಂದಿ ಬುರ್ಕಾ ಹಾಕಿಕೊಂಡಿರುವುದು ಹೌದಾ?,asianet,0
101, ಭಾರತದಲ್ಲಿ ಕೊರೊನಾ ಲಸಿಕೆ ಇಲ್ಲಿ ಸಿಗುತ್ತದೆ?,asianet,0
102, ಜೆಎನ್‌ಯುದಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಫ್ರೀ ಹಾಸ್ಟೆಲ್‌?,asianet,0
103, ಸುಳ್ಳು ಯಾಕ್ರೀ ಹೇಳ್ತೀರಾ? ಭಾರತೀಯ ಸೇನೆಯ ಉತ್ತರ,asianet,0
104, ಆರ್‌ಜೆಡಿ ಕಚೇರಿಯಲ್ಲಿ ಸಿಹಿ ತಿನಿಸು ಕಸದ ಬುಟ್ಟಿಗೆ?,asianet,0
105,ಬೈಡೆನ್‌ ಪ್ರಮಾಣ ಕಾರ‍್ಯಕ್ರಮಕ್ಕೆ ಮನಮೋಹನ್ ಸಿಂಗ್ ಮುಖ್ಯ ಅತಿಥಿ?,asianet,0
106, ಡೆನ್ಮಾರ್ಕಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಮತದಾನ ಮಾಡಲು ನಿಷೇಧ?,asianet,0
107, ಕೊರೋನಾ ಸೋಂಕಿತರು ಐಸೋಲೇಶನ್‌ಗೆ ಒಳಪಡುವ ಅಗತ್ಯವಿಲ್ಲ ಎಂದಿತಾ WHO?,asianet,0
108, ತೇಜಸ್ವಿ ಯಾದವ್‌ಗೆ ಜಗತ್ತಿನ ಅತಿ ಕಿರಿಯ ರಾಜಕಾರಣಿ ಪ್ರಶಸ್ತಿ?,asianet,0
109, ರಾಮಮಂದಿರ ಕೆಲಸ ಅರ್ಧ ಮುಗಿಯಿತಾ?,asianet,0
110, ಪ್ಯಾಂಗಾಂಗ್ ಸರೋವರ ಬಳಿ 2 ಸ್ಥಾನ ಆಕ್ರಮಿಸಿಕೊಂಡಿತಾ ಚೀನಾ?,asianet,0
111, ಬಿಹಾರದಲ್ಲಿ ಪ್ರಚಾರದ ವೇಳೆ ಗೋ ಬ್ಯಾಕ್‌ ಮೋದಿ ಘೋಷಣೆ,asianet,0
112, ತೆಲುಗು ಅಮೆರಿಕದ ಅಧಿಕೃತ ಭಾಷೆ,asianet,0
113, ಇಮ್ರಾನ್‌ ಖಾನ್‌ ಸರ್ಕಾರ ವಿರುದ್ಧ ನಡೆದ ರ್ಯಾಲಿಯಲ್ಲಿ ಭಾರತದ ರಾಷ್ಟ್ರಧ್ವಜ?,asianet,0
114, ನೀಟ್‌ ಪರೀಕ್ಷೆಯ ಮೊದಲ ಐದೂ ಸ್ಥಾನಗಳು ಮುಸ್ಲಿಮರಿಗೆ?,asianet,0
115, ರಾಹುಲ್‌ 7ನೇ ವಿದ್ಯಾವಂತ ನಾಯಕನಾ?,asianet,0
116, ಅತ್ಯಾಚಾರ ನಮ್ಮ ಸಂಸ್ಕೃತಿಯ ಅಂಗ ಅಂದ್ರಾ ಬಿಜೆಪಿ ಸಂಸದೆ?,asianet,0
117,ತನಿಷ್ಕ ಆಭರಣದ ಅಂಗಡಿ ಮೇಲೆ ದಾಳಿ; NDTV ಜಾತಕ ಬಿಚ್ಚಿಟ್ಟ ನೆಟ್ಟಿಗರು,asianet,0
118,"  ಸಾಲ ಮಾಡಿ ತೆಗೆದುಕೊಂಡಿದ್ದ ರಿಕ್ಷಾ ಅಧಿಕಾರಿಗಳ ವಶ, ಬಡವರಿಗಿದು ಕಾಲವಲ್ಲ",asianet,0
119," ಕೊರೊನಾಗೆ ಬೇರೆ ಔಷಧಿ ಇಲ್ಲ, ಬಿಸಿ ಹಬೆಯೇ ಚೀನಾದಲ್ಲಿ ಕೋವಿಡ್‌ ಮದ್ದು?",asianet,0
120, ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ,asianet,0
121, ಹತ್ರಾಸ್ ಆರೋಪಿ ತಂದೆ ಜತೆ ಮೋದಿ ಕಾಣಿಸಿಕೊಂಡ್ರಾ?,asianet,0
122, ಎನ್‌ಆರ್‌ಸಿಗೆ ಸಹಿ ಹಾಕುವವರೆಗೂ  ಎಟಿಎಂ ಶಟ್‌ಡೌನ್‌?,asianet,0
123, ದೇಶವನ್ನೇ ಬೆಚ್ಚಿ ಬೀಳಿಸಿರುವ ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ ಸಂತ್ರಸ್ತೆ ಈಕೆನಾ?,asianet,0
124, ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸುವರ್ಣಾವಕಾಶ ಉನ್ನತ ವ್ಯಾಸಂಗಕ್ಕೆ .1 ಲಕ್ಷ ಸ್ಕಾಲರ್ಶಿಪ್?,asianet,0
125, ಅಬ್ಬಬ್ಬಾ... ಎಸ್‌ಪಿಬಿ ಆಸ್ಪತ್ರೆ ಬಿಲ್‌ 3 ಕೋಟಿ ಆಯ್ತಾ?,asianet,0
126, ಭವ್ಯ ರಾಮಮಂದಿರಕ್ಕೆ  ಸ್ಪೆಷಲ್‌ ಗಂಟೆ ಸಿದ್ಧ,asianet,0
