 ತಣ್ಣಗಾದ ನಿಂಬೆ ಸಿಪ್ಪೆ ಕ್ಯಾನ್ಸರ್ ಗುಣಪಡಿಸಬಹುದು ಎಂಬುದಕ್ಕೆ ಯಾವುದೇ ವೈಜ್ಞಾನಿಕ ಪುರಾವೆಗಳಿಲ್ಲ'],
" ಸ್ವತಂತ್ರ ಭಾರತದ ಮೊದಲ ಇಫ್ತಾರ್ ಪಾರ್ಟಿಯಲ್ಲಿ\u200c ನೆಹರು, ಅಂಬೇಡ್ಕರ್? ವೈರಲ್\u200c ಫೋಟೊ ಸತ್ಯಾಸತ್ಯತೆ ಏನು?']",
 ಪ್ರಧಾನಮಂತ್ರಿ ಕಲ್ಯಾಣ ನಿಧಿಗೆ ಕಾಶ್ಮೀರ ಫೈಲ್ಸ್\u200c ತಂಡ ₹200 ಕೋಟಿ ದೇಣಿಗೆ ನೀಡಿದ್ದು ಸುಳ್ಳು   '],
 ಇಂಡಿಯನ್\u200c ಆಯಿಲ್\u200cನಿಂದ ಗ್ರಾಹಕರಿಗೆ 6 ಸಾವಿರ ರೂ ಮೌಲ್ಯದ ಗಿಫ್ಟ್ ವೋಚರ್'],
 ಮರ ಉಳಿಸಲು ರಸ್ತೆ ಪಥವನ್ನೇ ಬದಲಿಸಿದ ಗುತ್ತಿಗೆದಾರ? ವೈರಲ್\u200c ಫೋಟೋ ಸತ್ಯಾಸತ್ಯತೆ ಏನು?'],
" ಬಿಸಿಲಿನಿಂದ ಸಿಂಹದ ಮರಿ ಕಾಪಾಡಿದ ಆನೆ ಫೋಟೋ ವೈರಲ್, ಅಷ್ಟಕ್ಕೂ ಸತ್ಯವೇನು?']",
" ತಡೆಯಾಜ್ಞೆ ವದಂತಿ ನಂಬಬೇಡಿ’""]",
 ರಷ್ಯಾ ಅಧ್ಯಕ್ಷ ಪುಟಿನ್\u200cರನ್ನು ಹಿಟ್ಲರ್\u200cನೊಂದಿಗೆ ಹೋಲಿಸುವ ಟೈಮ್ ಕವರ್ ಫೋಟೋ ನಕಲಿ!'],
 ಕರ್ನಾಟಕದ ಮಕ್ಕಳು ಸನಾತನ ಧರ್ಮ ರಕ್ಷಣೆಗೆ ಮುಂದಾಗಿದ್ದಾರೆ ಎಂಬ ವೈರಲ್ ಫೋಟೋ ಉತ್ತರಾಂಚಲದ್ದು!'],
 ಹಂಬಲ್ ಪೊಲಿಟಿಷಿಯನ್ ನೋಗ್\u200cರಾಜ್ ನಟ ಟಿಕು ತಲ್ಸಾನಿಯಾ ಇಸ್ಲಾಂಗೆ ಮತಾಂತರಗೊಂಡಿದ್ದು ಸುಳ್ಳು!\u200c'],
 ಚುನಾವಣೆ ಹಿನ್ನೆಲೆ ಮತದಾರರಿಗೆ ಹಣ ಹಂಚುತ್ತಿರುವ ಯುಪಿ ಸಿಎಂ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್?'],
 ಹಿಂದುತ್ವ ಸಂದೇಶ ಸಾರಲು ರಷ್ಯಾ ರೈಲುಗಳ ಮೇಲೆ ಶ್ರೀಕೃಷ್ಣ!'],
" ಕೊರೋನಾ, ವೈರಸ್ ಅಲ್ಲ, ಆಸ್ಪಿರಿನ್\u200c ಬಳಸಿ ಚಿಕಿತ್ಸೆ ನೀಡಬಹುದಾದ ಬ್ಯಾಕ್ಟೀರಿಯಾ ಎಂಬುದು ಸುಳ್ಳು!']",
 ಟಿಎಂಸಿಯ ಹಳೆ ಪೋಸ್ಟರ್ ಬಳಸಿ ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್\u200c ಪ್ರಚಾರ!'],
 NEET PG 2022 Exam ಮುಂದೂಡಲಾಗಿದೆ ಎಂಬ ನೋಟಿಸ್\u200c ಫೇಕ್,
 ಭಾರತೀಯ ರೈಲ್ವೇಯ ಆರ್\u200cಪಿಎಫ್ ಕಾನ್ಸ್\u200cಟೇಬಲ್ ನೇಮಕಾತಿ 2022 ನೋಟೀಸ್ ನಕಲಿ!'],
 ಟಿಪ್ ಟಿಪ್ ಬರ್ಸಾ ಪಾನಿ ಸಾಂಗ್\u200cಗೆ ಪಾಕ್ MP ಡ್ಯಾನ್ಸ್?'],
 ಪಬ್ಲಿಕ್\u200cನಲ್ಲೇ ಸುಸ್ಸೂ ಮಾಡಿದರಾ ಶಾರೂಖ್ ಮಗ ? ವಿಡಿಯೋ ವೈರಲ್'],
 CRPF 2011 vs 2021,
" ನೀರು ಕುಡಿಯುತ್ತಾ ಫೋನಲ್ಲಿ ಮಾತಾಡಬೇಡಿ, ಸ್ಪೋಟಗೊಂಡೀತು ಜೋಕೆ!']",
" ತಿರುಪತಿ ದೇವಸ್ಥಾನದ ಪುರೋಹಿತರಿಂದ 128Kg ಚಿನ್ನ, ₹60 ಕೋಟಿ ಮೌಲ್ಯದ ವಜ್ರ ವಶ?']",
  ಜೀಜಾಬಾಯಿ ಭೋಸಲೆ  ಮೃಗಾಲಯದ ಹೆಸರು ಹಜರತ್ ಪೀರ್ ಬಾಬಾ ಎಂದು  ಮರುನಾಮಕರಣ?'],
" 1999 ರಲ್ಲೇ 'ಒಮಿಕ್ರೋನ್' ವಿಡಿಯೋ ಗೇಮ್ ರಚಿಸಿದ್ರಾ ಬಿಲ್ ಗೇಟ್ಸ್?""]",
 ಕೌಶಲ್ಯಾಭಿವೃದ್ಧಿ ಹೆಸರಿನಲ್ಲಿ ಸೃಷ್ಟಿಸಿರುವ ಈ ನಕಲಿ ಉದ್ಯೋಗಗಳ ಬಲೆಗೆ ಬೀಳದಿರಿ!'],
 ಹಳೇ ₹100 ಅಮಾನ್ಯ? ಸೋಷಿಯಲ್\u200c ಮೀಡಿಯಾ ಪೋಸ್ಟ್,
 ಪ್ರಧಾನಿ ನಿಜವಾಗ್ಲೂ IAS ಅಧಿಕಾರಿ ಆರತಿ ಡೋಗ್ರಾ ಕಾಲು ಮುಟ್ಟಿ ನಮಸ್ಕರಿಸಿದ್ರಾ?'],
 ವಾಯುಸೇನೆ ಹೆಲಿಕಾಪ್ಟರ್ ಪತನದ ಸ್ಯಾಟ್\u200cಲೈಟ್ ದೃಶ್ಯಾವಳಿ\u200c ವೈರಲ್?'],
 ಬಿಎಸ್ಎಫ್ ಯೋಧರೊಂದಿಗೆ ವಿಜಯ್ ದಿವಸ್ ಆಚರಿಸಿದ್ರಾ ಬಾಲಿವುಡ್\u200c ಬೆಡಗಿ?'],
 ಭಾರತದ ಕೋವಿಡ್ ಲಸಿಕೆ ದಾಖಲೆ,
 ಕಪ್ಪು ಮೈಬಣ್ಣಕ್ಕಾಗಿ ಗಿನ್ನೆಸ್ ವಿಶ್ವ ದಾಖಲೆ ಬರೆದ ಮಾಡೆಲ್ ?'],
 ಮುಸ್ಲಿಂ ಮಹಿಳೆಯರು ಮಸೀದಿಯಲ್ಲಿ ರಾಮ ಭಜನೆ ಹಾಡಿದ್ರಾ? ಮತ್ತೆ ವೈರಲ್\u200c ಆಯ್ತು ಹಳೆ ವಿಡಿಯೋ!'],
['Fact Check About ₹500 Note ಯಾವುದು ಅಸಲಿ ಯಾವುದು ನಕಲಿ?'],
 ಅಷ್ಟೆಲ್ಲ ಕಟ್ಟುನಿಟ್ಟಾದ್ರೂ ಫೋಟೋ ಲೀಕ್ ಆಯ್ತಾ!'],
 ವಿವೇಕಾನಂದರು ಕ್ರಿಕೆಟ್\u200c ಆಡಿದ್ದ ಫೋಟೋನಾ ಇದು.?'],
 ನೆಹರು ಪ್ರತಿಮೆಗೆ ನಮಿಸಿದ ಮೋದಿ!'],
 ಬಿಜೆಪಿ ಚಿಹ್ನೆಯ ಟಿ-ಶರ್ಟ್\u200c  ಧರಿಸಿದ್ದ ಬಾಲಕನ ಜೊತೆ ರಾಹುಲ್\u200c ಗಾಂಧಿ.?'],
 ರೈಲ್ವೆ,
 ಪಶ್ಚಿಮ ಬಂಗಾಳ,
 ದೇವಸ್ಥಾನಗಳಿಗೆ ಮಾತ್ರ ತೆರಿಗೆ?'],
"['ಬೈಕ್, ಟಿವಿ, ಫ್ರಿಡ್ಜ್ ಇದ್ದವರ BPL ಕಾರ್ಡ್\u200b ರದ್ದಾಗುತ್ತಾ? ಇಲ್ಲಿದೆ ಇದರ ಸತ್ಯಾಸತ್ಯತೆ']",
 ದಂಡ ವಸೂಲಿ ಮಾಡುವುದಿಲ್ಲ ಎಂಬ ಸುದ್ದಿ ಸುಳ್ಳು'],
 ಲಸಿಕೆ ಪಡೆದ ಬಳಿಕ ದೇಹದಲ್ಲಿ ಕಾಂತೀಯ ಶಕ್ತಿ.? ಉಡುಪಿಯಲ್ಲೊಬ್ಬ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಮ್ಯಾನ್..!'],
" ಲಸಿಕೆ ಹಾಕಿಸಿಕೊಂಡವರ ದೇಹದಲ್ಲಿ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಗುಣ, ನಿಜನಾ ಇದು..?']",
"['ಕೋವಿಶೀಲ್ಡ್  ಪಡೆದ ಬಳಿಕ ದೇಹದಲ್ಲಿ ವಿದ್ಯುತ್ ಸಂಚಾರ,  ಮಂಗಳೂರಿನ ಯುವಕರಿಂದ Fact Check']",
 ಫಾರಂ ಕೋಳಿಯಿಂದ ಮನುಷ್ಯನಿಗೆ ಬ್ಲಾಕ್ ಫಂಗಸ್ ವರದಿ ಸುಳ್ಳು!'],
"['ಈ ಸಂದೇಶ ನಿಮಗೂ ಬರಬಹುದು ಎಚ್ಚರ, ಹೀಗ್ಮಾಡಿದ್ರೆ ಗ್ರೂಪಿಂದ ಔಟ್!']",
" 'ಕೊರೋನಾಗೆ ಬಲಿಯಾದವ್ರಿಗೆ ಸರ್ಕಾರಿ ಪರಿಹಾರ ಇಲ್ಲ'""]",
" ‘ಕೋವಿಪ್ರಿ’ಗೆ ರೆಮ್\u200cಡಿಸಿವಿರ್\u200cಗೆ ಪರ್ಯಾಯ, ಸುರಕ್ಷಿತವೇ.?']",
['12 ವರ್ಷ ಮೇಲಿನ ಮಕ್ಕಳಿಗೆ ಕೋವ್ಯಾಕ್ಸಿನ್ ಪಡೆಯಲು ಅನುಮತಿ? ಇದು ನಿಜಾನಾ?'],
['Fact Check| ಬಿಜೆಪಿ ಆಡಳಿತ ಮೂದಲಿಸುವ ಈ ಕಾರ್ಟೂನ್ ರಚಿಸಿದ್ದು ಯಾರು?'],
"ಮಾರ್ಚ್\u200cನಿಂದ ಸರ್ಕಾರ ಲಸಿಕೆ ಆರ್ಡರ್ ಮಾಡಿಲ್ಲ, ಮಾಧ್ಯಮ ಆರೋಪ ಸುಳ್ಳು!']",
 ಕುಂಭಮೇಳ ಯಶಸ್ಸಿಗೆ ಮೆಚ್ಚುಗೆ ಸೂಚಿಸಿ ಪತ್ರ ಬರೆದರಾ ಧೋವಲ್..?'],
 ಭಾರತದಿಂದ  ಆಕ್ಸಿಜನ್ ರಫ್ತು ಪ್ರಮಾಣ ಶೇ. 700 ರಷ್ಟು ಏರಿಕೆ ವರದಿ ಸುಳ್ಳು!'],
 ಭಾರತದಲ್ಲಿ ಲಾಕ್\u200cಡೌನ್ ಜಾರಿ ಸುದ್ದಿ ಸುಳ್ಳು!'],
['Fact Check, ಏ. 19ರವರೆಗೆ ಭಾರತದಲ್ಲಿ ಲಾಕ್\u200cಡೌನ್?']
" ಹೊಪ್\u200c ಶೂಟ್ಸ್\u200c ಬೆಳೆದ ಬಿಹಾರ ರೈತ, ಕೆಜಿಗೆ ಇದರ ಬೆಲೆ ಎಷ್ಟು ಗೊತ್ತಾ?']",
 ತಮಿಳುನಾಡು ರಾಹುಲ್ ಗಾಂಧಿ ರ್ಯಾಲಿಯಲ್ಲಿ ಜನಸಾಗರ!'],
['ಶಾಲಾ-ಕಾಲೇಜುಗಳಿಗೆ 15 ದಿನ ರಜೆನಾ? ಸುತ್ತೋಲೆ ಬಗ್ಗೆ ಶಿಕ್ಷಣ ಇಲಾಖೆ ಸ್ಪಷ್ಟನೆ'],
 ಮಿಯಾ ಖಲೀಫಾಗೆ ಕಾಂಗ್ರೆಸ್ ಕಾರ್ಯಕರ್ತರು ಕೇಕ್\u200c ತಿನ್ಸಿದ್ರಾ?'],
 ರೈತ ಹೋರಾಟಕ್ಕೆ ಬೆಂಬಲಿಸಿದ್ದ ಪಾಪ್\u200c ಸಿಂಗರ್\u200c ರಿಹಾನಾ ಪಾಕ್ ಧ್ವಜ ಹಿಡಿದ್ರಾ.?'],
" ಅಲಲೇ... ಇದು ಓಡುವ ರೈಲಲ್ಲ, ಹಾರುವ ರೈಲು..!']",
"['ಕೆಂಪುಕೋಟೆ ಮೇಲೆ ಖಲಿಸ್ತಾನದ ಧ್ವಜ ಹಾರಿತಾ? ರೈತ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ  ಸತ್ಯವೆಷ್ಟು, ಸುಳ್ಳೆಷ್ಟು.?']",
" ಓವೈಸಿಗೆ ಅಮಿತ್\u200c ಶಾ ಕೃತಜ್ಞತೆ ಸಲ್ಲಿಸಿದ್ರಂತೆ, ಯಾಕಾಗಿ..?']",
 ಫಾರ್ಮಾಸಿಸ್ಟ್\u200cಗಳೂ ಕ್ಲಿನಿಕ್\u200c ತೆರೆಯಬಹುದಂತೆ...ಹೌದಾ..?'],
 ಹೊಸ ವರ್ಷದಂದು ಮಸೀದಿಗೆ ತೆರಳಿ  ನಮಾಜ್ ಮಾಡಿದ್ರಾ ಕೇಜ್ರಿವಾಲ್.?'],
 ಕೇರಳದಲ್ಲಿ ಜಿಯೋ ಸೇವೆಯನ್ನು ನಿಷೇಧಿಸಲಾಗಿದೆಯಂತೆ!'],
 ಅದಾನಿ ಗ್ರೂಪ್\u200cಗೆ ರೈಲ್ವೆ ಮಾರಾಟ!'],
" ಬಂಗಾಳಕ್ಕೆ  ಶಾ ಭೇಟಿ, ಸೋಲುವ ಭೀತಿಯಲ್ಲಿ  ಕಣ್ಣೀರಿಟ್ರಾ ಮಮತಾ ಬ್ಯಾನರ್ಜಿ?']",
 ಫೈಝರ್\u200c ಲಸಿಕೆ ಪಡೆದ ನರ್ಸ್\u200c ಸಾವನ್ನಪ್ಪಿ ಬಿಟ್ರಾ..?'],
 ಮೋದಿ ಸೋದರರೆಲ್ಲಾ ದೊಡ್ಡ ದೊಡ್ಡ ಹುದ್ದೆಯಲ್ಲಿದ್ದಾರಾ?'],
 ಅದಾನಿ ಪತ್ನಿಗೆ ತಲೆಬಾಗಿದ್ರಾ ಮೋದಿ?'],
 ಭಾರತೀಯ ರೈಲ್ವೇ ಅದಾನಿಗೆ ಮಾರಿದ ಮೋದಿ,
 ದೆಹಲಿ ರೈತ ಚಳವಳಿಯಲ್ಲಿ ಖಲಿಸ್ತಾನ ಪರ ಘೋಷಣೆ ಕೂಗಿದ್ದು ನಿಜನಾ?'],
 ರೈಲ್ವೆ ಉದ್ಯೋಗಿಗಳ ಪ್ರಯಾಣ ಭತ್ಯೆ ಕಡಿತ ಮಾಡಲಿದೆಯಾ ಸರ್ಕಾರ?'],
 ಶಹೀನ್\u200c ಭಾಗ್\u200c ದಾದಿ ಈಗ ಪಂಜಾಬಿ ರೈತಳಾಗಿ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಭಾಗಿ?'],
 18 ವರ್ಷ ಮೇಲ್ಪಟ್ಟ ದೇಶದ ಪ್ರತಿಯೊಬ್ಬ ಪ್ರಜೆಗೂ 1.30 ಲಕ್ಷ ರು. ಬಿಡುಗಡೆ?'],
['ಮುಖೇಶ್\u200c ಅಂಬಾನಿ ಸೊಸೆಗೆ ಚಿನ್ನದ ಕಾರು ಕೊಟ್ಟಿದ್ದು  ನಿಜವೇ?'],
ಕೇರಳದ ಮಹಿಳಾ ಪೊಲೀಸ್\u200c ಸಿಬ್ಬಂದಿ ಬುರ್ಕಾ ಹಾಕಿಕೊಂಡಿರುವುದು ಹೌದಾ?'],
 ಭಾರತದಲ್ಲಿ ಕೊರೊನಾ ಲಸಿಕೆ ಇಲ್ಲಿ ಸಿಗುತ್ತದೆ?'],
 ಜೆಎನ್\u200cಯುದಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಫ್ರೀ ಹಾಸ್ಟೆಲ್\u200c?'],
 ಸುಳ್ಳು ಯಾಕ್ರೀ ಹೇಳ್ತೀರಾ? ಭಾರತೀಯ ಸೇನೆಯ ಉತ್ತರ!'],
 ಆರ್\u200cಜೆಡಿ ಕಚೇರಿಯಲ್ಲಿ ಸಿಹಿ ತಿನಿಸು ಕಸದ ಬುಟ್ಟಿಗೆ?'],
['ಬೈಡೆನ್\u200c ಪ್ರಮಾಣ ಕಾರ\u200d್ಯಕ್ರಮಕ್ಕೆ ಮನಮೋಹನ್ ಸಿಂಗ್ ಮುಖ್ಯ ಅತಿಥಿ?'],
 ಡೆನ್ಮಾರ್ಕಲ್ಲಿ ಮುಸ್ಲಿಮರಿಗೆ ಮತದಾನ ಮಾಡಲು ನಿಷೇಧ?'],
 ಕೊರೋನಾ ಸೋಂಕಿತರು ಐಸೋಲೇಶನ್\u200cಗೆ ಒಳಪಡುವ ಅಗತ್ಯವಿಲ್ಲ ಎಂದಿತಾ WHO?'],
 ತೇಜಸ್ವಿ ಯಾದವ್\u200cಗೆ ಜಗತ್ತಿನ ಅತಿ ಕಿರಿಯ ರಾಜಕಾರಣಿ ಪ್ರಶಸ್ತಿ?'],
 ರಾಮಮಂದಿರ ಕೆಲಸ ಅರ್ಧ ಮುಗಿಯಿತಾ?'],
 ಪ್ಯಾಂಗಾಂಗ್ ಸರೋವರ ಬಳಿ 2 ಸ್ಥಾನ ಆಕ್ರಮಿಸಿಕೊಂಡಿತಾ ಚೀನಾ?'],
 ಬಿಹಾರದಲ್ಲಿ ಪ್ರಚಾರದ ವೇಳೆ ಗೋ ಬ್ಯಾಕ್\u200c ಮೋದಿ ಘೋಷಣೆ!'],
 ತೆಲುಗು ಅಮೆರಿಕದ ಅಧಿಕೃತ ಭಾಷೆ!'],
 ಇಮ್ರಾನ್\u200c ಖಾನ್\u200c ಸರ್ಕಾರ ವಿರುದ್ಧ ನಡೆದ ರ್ಯಾಲಿಯಲ್ಲಿ ಭಾರತದ ರಾಷ್ಟ್ರಧ್ವಜ?'],
 ನೀಟ್\u200c ಪರೀಕ್ಷೆಯ ಮೊದಲ ಐದೂ ಸ್ಥಾನಗಳು ಮುಸ್ಲಿಮರಿಗೆ?'],
 ರಾಹುಲ್\u200c 7ನೇ ವಿದ್ಯಾವಂತ ನಾಯಕನಾ?'],
 ಅತ್ಯಾಚಾರ ನಮ್ಮ ಸಂಸ್ಕೃತಿಯ ಅಂಗ ಅಂದ್ರಾ ಬಿಜೆಪಿ ಸಂಸದೆ?'],
['ತನಿಷ್ಕ ಆಭರಣದ ಅಂಗಡಿ ಮೇಲೆ ದಾಳಿ, NDTV ಜಾತಕ ಬಿಚ್ಚಿಟ್ಟ ನೆಟ್ಟಿಗರು!']
"  ಸಾಲ ಮಾಡಿ ತೆಗೆದುಕೊಂಡಿದ್ದ ರಿಕ್ಷಾ ಅಧಿಕಾರಿಗಳ ವಶ, ಬಡವರಿಗಿದು ಕಾಲವಲ್ಲ!']",
" ಕೊರೊನಾಗೆ ಬೇರೆ ಔಷಧಿ ಇಲ್ಲ, ಬಿಸಿ ಹಬೆಯೇ ಚೀನಾದಲ್ಲಿ ಕೋವಿಡ್\u200c ಮದ್ದು?']",
" ರಾಜಸ್ಥಾನದಲ್ಲಿ ಸರ್ಕಾರಿ ಕಚೇರಿ, ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿ ಅಂಬೇಡ್ಕರ್\u200c ಫೋಟೋ ಕಡ್ಡಾಯ?']",
 ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ,
 ಹತ್ರಾಸ್ ಆರೋಪಿ ತಂದೆ ಜತೆ ಮೋದಿ ಕಾಣಿಸಿಕೊಂಡ್ರಾ?'],
 ಎನ್\u200cಆರ್\u200cಸಿಗೆ ಸಹಿ ಹಾಕುವವರೆಗೂ  ಎಟಿಎಂ ಶಟ್\u200cಡೌನ್\u200c?'],
 ದೇಶವನ್ನೇ ಬೆಚ್ಚಿ ಬೀಳಿಸಿರುವ ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ ಸಂತ್ರಸ್ತೆ ಈಕೆನಾ?'],
 ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸುವರ್ಣಾವಕಾಶ! ಉನ್ನತ ವ್ಯಾಸಂಗಕ್ಕೆ .1 ಲಕ್ಷ ಸ್ಕಾಲರ್ಶಿಪ್?'],
 ಅಬ್ಬಬ್ಬಾ...! ಎಸ್\u200cಪಿಬಿ ಆಸ್ಪತ್ರೆ ಬಿಲ್\u200c 3 ಕೋಟಿ ಆಯ್ತಾ?'],
 ಭವ್ಯ ರಾಮಮಂದಿರಕ್ಕೆ  ಸ್ಪೆಷಲ್\u200c ಗಂಟೆ ಸಿದ್ಧ!'],
 ಭೂಗತ ಪಾತಕಿ ದಾವುದ್\u200c ಜತೆ ಅಮಿತಾಭ್\u200c ಕಾಣಿಸಿಕೊಂಡಿದ್ದು ನಿಜನಾ?'],
  ಗುಡ್ ನ್ಯೂಸ್!  ಅ.1ರಿಂದ ಸಿನಿಮಾ ಥಿಯೇಟರ್\u200cಗಳು ಓಪನ್\u200c?'],
 ಲಡಾಖ್\u200c ಬಳಿ ಭಾರತದ ಯುದ್ಧ ವಿಮಾನ ಪತನಗೊಂಡಿತೆ?'],
['Fact Check| ಸೆ.25ರಿಂದ ಮತ್ತೆ ದೇಶಾದ್ಯಂತ ಲಾಕ್ಡೌನ್\u200c!'],
['ಇನ್ಫೋಸಿಸ್ ಅಧ್ಯಕ್ಷೆ ಸುಧಾ ಮೂರ್ತಿ ತರಕಾರಿ ಮಾರುವ ಫೋಟೋ ವೈರಲ್!'],
" ಹೊಸ ರಫೇಲ್\u200c ವಿಮಾನ ಪತನ, ಇಬ್ಬರು ಪೈಲಟ್ ಸಾವು?']",
 ಟಿಪ್ಪು ಜೀವನಾಧಾರಿತ ಸಿನಿಮಾಕ್ಕೆ ಶಾರುಕ್\u200c ಹೀರೋ ಆಗ್ತಿದ್ದಾರಾ?'],
['ಕಂಗನಾಗೆ ಹೊಸ ಸ್ಟುಡಿಯೋ ಕಟ್ಟೋಕೆ 200 ಕೋಟಿ ಕೊಟ್ರಾ ಅಂಬಾನಿ ದಂಪತಿ..?'],
" ಟಾಟಾದಿಂದ ಓಲಾ, ಊಬರ್\u200cಗೆ ಸಡ್ಡು! ಟ್ಯಾಕ್ಸಿ ಸೇವೆ ಆರಂಭ?']",
 ಗಡಿ ನಿಯಂತ್ರಣ ರೇಖೆ ಬಳಿ ಭಾರತ-ಚೀನಾ ಯುದ್ಧ?'],
 ರೈಲ್ವೆ ಇಲಾಖೆ ಪೂರ್ತಿ ಖಾಸಗೀಕರಣವಾಗುತ್ತಿದೆಯಾ?'],
 ಭಾರತಕ್ಕಿಂತ ಹೆಚ್ಚು ಅಮೆರಿಕದಲ್ಲಿ ಜಿಡಿಪಿ ಕುಸಿತವಾಯ್ತಾ?'],
 ಸೆ.1 ರಿಂದ ವಿದ್ಯುತ್\u200c ದರ ಪಾವತಿ ಮಾಡಬೇಕಾಗಿಲ್ಲ?'],
 ಆನ್\u200cಲೈನ್\u200c ಕ್ಲಾಸ್\u200cಗಾಗಿ  ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಫ್ರೀ ಸ್ಮಾರ್ಟ್\u200cಫೋನ್\u200c?'],
 ಗೋಡ್ಸೆ ಫೋಟೋಗೆ ನಮಿಸಿದ್ರಾ ಮೋದಿ?'],
 ಸೆಕ್ಸಿಯಾಗಿದ್ದಕ್ಕೆ ಕೆಲಸ ಕಳೆದುಕೊಂಡ್ಲಾ ಪಾಕ್ ಟೀಚರ್?'],
 ಫೇಸ್ಬುಕ್ಕಲ್ಲಿ ದಿನಾ 200 ಕೋಟಿ ಜೈಶ್ರೀರಾಮ್\u200c ಜಪ?'],
 ಕೊರೋನಾ ವೇಳೆ ಬಾತುಕೋಳಿಗಳ ಜೊತೆ ಮೋದಿ ಫೋಟೋಶೂಟ್\u200c?'],
['Fact Check| ಕುಸಿದು ಬಿದ್ದ ಬೆಂಗಳೂರು ಫ್ಲೈಓವರ್\u200c!'],
